lat;lon;ele;time;temperature
47.583114;12.170826;494.888597;2024-08-23T16:21:14.187Z;28.6996806550406
47.58291;12.170766;494.888597;2024-08-23T16:21:16.665Z;28.854153125103362
47.58282;12.170733;494.888597;2024-08-23T16:21:17.800Z;28.6991466938853
